months_age,box,distance,gender,grade,racenumber,schedule,dogName,ken,odds,time,trn,avg_weight,hiGrade
18,5,0,0,4,2,0,293,2,6.0,31.44,16,54,6
31,6,0,0,4,2,0,927,6,7.0,32.11,15,58,6
30,8,0,0,4,2,0,1653,7,12.0,31.76,11,60,6
42,1,0,0,2,3,0,1520,9,12.0,31.06,17,58,2
43,2,0,0,2,3,0,2433,3,6.0,30.93,4,69,3
55,3,0,1,3,3,1,1877,0,10.0,31.11,12,68,4
30,4,0,1,3,3,1,950,6,3.5,31.42,15,85,5
43,5,0,1,3,3,1,2152,4,4.5,31.22,2,75,4
31,6,0,1,3,3,1,655,12,8.0,31.68,19,73,5
31,7,0,1,3,3,1,418,0,7.0,31.24,12,76,3
43,8,0,0,3,3,1,2553,13,12.0,31.59,21,66,5
43,1,0,0,1,4,1,581,6,4.5,31.13,15,63,2
31,2,0,1,1,4,1,2240,8,12.0,31.29,20,75,3
43,3,0,1,1,4,1,535,13,8.0,30.98,21,74,3
43,4,0,0,1,4,1,1233,10,4.0,30.98,10,58,2
31,7,1,0,2,15,0,1780,0,7.0,38.14,12,55,4
31,8,1,0,2,15,0,976,6,3.5,38.64,15,59,4
30,2,1,1,3,1,0,80,10,2.5,38.63,10,66,5
42,3,1,1,3,1,0,2538,13,10.0,38.81,21,77,4
55,5,1,1,3,1,0,1850,4,6.0,38.17,2,79,4
30,1,0,1,0,6,0,2178,1,6.0,30.65,13,73,2
43,2,0,1,0,6,0,161,10,7.0,30.52,10,79,2
43,3,0,1,0,6,0,1074,12,8.0,30.64,19,73,2
43,4,0,0,0,6,0,581,6,10.0,31.13,15,63,2
31,5,0,1,0,6,0,151,4,12.0,30.61,2,70,2
43,6,0,1,0,6,0,1473,9,2.5,30.97,17,73,2
31,7,0,1,0,6,0,815,6,4.5,30.85,15,76,2
43,8,0,1,0,6,0,101,2,4.0,30.84,16,72,2
30,1,0,0,3,7,0,1132,1,8.0,31.13,13,61,4
55,3,0,1,2,3,0,622,4,10.0,31.14,2,77,2
30,4,0,0,2,3,0,396,1,8.0,31.22,13,63,3
42,5,0,0,2,3,0,2349,13,7.0,30.97,21,67,4
30,7,0,0,2,3,0,851,6,4.0,30.89,15,58,4
30,8,0,0,2,3,0,2235,8,2.5,31.59,20,67,4
43,1,0,0,1,4,0,381,6,7.0,30.94,15,60,2
43,5,0,1,1,4,1,1562,9,6.0,31.01,17,76,2
42,6,0,1,1,4,1,2197,10,10.0,31.31,10,68,3
31,7,0,1,1,4,1,744,1,7.0,30.63,13,78,2
31,8,0,1,1,4,1,645,12,2.5,30.85,19,78,2
31,1,0,0,3,5,1,2210,0,8.0,31.46,12,61,4
30,2,0,1,3,5,1,374,13,12.0,31.17,21,74,4
67,3,0,0,3,5,1,642,12,3.5,31.26,19,64,2
43,5,0,1,3,5,1,412,5,10.0,31.38,5,72,5
43,6,1,0,3,1,0,1655,7,4.0,38.18,11,66,5
31,7,1,1,3,1,0,317,2,3.5,38.28,16,78,5
31,8,1,0,3,1,0,2147,3,7.0,38.04,4,61,5
31,2,0,0,4,2,0,136,5,10.0,31.34,5,60,6
19,3,0,0,4,2,0,293,2,12.0,31.44,16,54,6
31,4,0,1,4,2,0,1246,3,6.0,31.88,4,76,6
31,5,0,0,4,2,0,1783,0,2.5,31.64,12,55,6
55,2,0,1,3,7,0,650,4,10.0,31.32,2,71,4
55,3,0,0,3,7,0,174,10,12.0,31.49,10,62,5
43,4,0,0,3,7,0,580,7,6.0,31.39,11,66,5
30,5,0,1,3,7,0,1021,5,3.5,31.26,5,75,5
43,6,0,0,3,7,0,1688,5,2.5,31.27,5,61,3
31,7,0,1,3,7,0,655,12,7.0,31.68,19,74,5
31,8,0,0,3,7,0,543,0,4.0,31.24,12,63,4
43,2,0,1,1,4,0,1073,12,12.0,31.31,19,76,2
30,3,0,0,1,4,0,689,10,8.0,31.29,10,55,3
42,4,0,1,1,4,0,524,13,6.0,31.17,21,70,3
30,5,0,0,1,4,0,16,3,10.0,30.85,4,69,3
42,6,0,0,1,4,0,2457,8,2.5,31.22,20,71,3
42,7,0,1,1,4,0,1472,9,4.5,31.91,17,74,3
42,8,0,1,1,4,0,2163,4,4.0,31.33,2,74,3
31,1,0,0,3,5,0,195,2,12.0,31.33,16,65,3
30,2,0,1,3,5,0,80,10,2.5,30.79,10,66,5
31,6,0,1,3,5,1,1053,4,6.0,31.28,2,80,5
54,8,0,1,3,5,1,1179,7,4.5,31.21,11,74,3
43,1,0,1,0,6,1,1473,9,6.0,30.97,17,73,2
30,2,0,1,0,6,1,393,1,4.5,30.83,13,78,2
31,3,0,1,0,6,1,2259,12,7.0,30.81,19,74,2
31,4,0,1,0,6,1,592,4,4.0,30.87,2,70,2
31,5,0,0,0,6,1,942,6,8.0,30.65,15,58,2
42,6,0,1,0,6,1,188,2,12.0,30.94,16,81,2
18,7,0,1,4,2,0,492,4,8.0,31.65,2,72,6
31,8,0,1,4,2,0,1828,3,4.5,31.58,4,76,6
43,1,0,1,2,3,0,989,6,2.5,31.22,15,69,3
43,2,0,1,2,3,0,533,1,7.0,31.32,13,71,4
43,6,0,1,2,3,0,665,5,12.0,30.68,5,72,3
31,7,0,1,2,3,0,1432,0,8.0,31.24,12,79,3
55,1,0,1,1,8,0,1044,1,4.0,30.88,13,77,2
30,2,0,1,1,8,0,411,13,7.0,30.97,21,74,3
43,3,0,1,1,8,0,1219,10,2.5,30.97,10,70,3
43,4,0,0,1,8,0,1233,10,4.5,30.98,10,58,2
55,6,0,1,1,8,0,253,2,10.0,31.05,16,73,3
30,7,0,0,1,8,0,890,6,8.0,31.14,15,62,2
43,8,0,0,1,8,0,1116,12,12.0,30.95,19,71,2
31,1,0,0,2,9,0,147,13,8.0,31.21,21,59,2
30,3,0,1,3,5,0,2208,12,4.0,31.59,19,72,5
31,5,0,1,3,5,0,698,5,7.0,31.26,5,70,4
30,6,0,0,3,5,0,712,13,10.0,31.95,21,62,5
42,7,0,1,3,5,0,1550,9,3.5,31.31,17,70,5
66,8,0,1,3,5,0,175,0,8.0,31.55,12,69,3
43,1,0,1,0,6,0,345,6,6.0,30.34,15,70,2
43,2,0,0,0,6,0,2459,8,8.0,30.67,20,62,2
42,3,0,1,0,6,0,400,1,4.0,30.89,13,69,2
43,7,0,0,0,6,1,2407,0,10.0,30.63,12,63,2
55,8,0,0,0,6,1,1092,7,2.5,31.17,11,73,2
31,1,0,0,3,7,1,2350,0,6.0,31.09,12,58,5
43,2,0,0,3,7,1,1688,5,3.5,31.27,5,61,3
43,3,0,1,3,7,1,2360,4,4.5,31.02,2,73,4
43,4,0,1,3,7,1,2520,13,7.0,31.33,21,75,5
31,5,0,0,3,7,1,1834,12,8.0,31.04,19,63,5
43,6,0,0,3,7,1,1660,7,12.0,31.37,11,62,5
67,2,0,1,1,4,0,2202,12,12.0,30.71,19,76,2
43,3,0,1,1,4,0,184,2,6.0,30.79,16,73,2
31,4,0,1,1,4,0,2460,5,8.0,30.98,5,70,3
42,5,0,0,1,4,0,445,10,10.0,31.09,10,64,3
42,6,0,1,1,4,0,2163,4,2.5,31.17,2,74,3
31,7,0,1,1,4,0,1270,8,4.5,31.02,20,73,2
43,8,0,1,1,4,0,392,1,4.0,30.59,13,81,2
31,2,0,0,2,9,0,122,7,7.0,31.03,11,63,2
42,3,0,1,2,9,0,1188,8,4.0,30.98,20,84,4
55,4,0,0,2,9,0,2406,2,3.5,31.17,16,68,4
42,5,0,0,2,9,0,2025,3,6.0,30.97,4,60,4
31,6,0,1,2,9,0,2145,3,10.0,31.09,4,73,4
31,7,0,0,2,9,0,638,12,12.0,30.86,19,61,2
55,8,0,0,2,9,0,772,0,2.5,30.84,12,60,3
31,1,0,0,0,10,0,942,6,2.5,30.65,15,58,2
43,4,0,1,0,6,0,189,2,4.5,30.88,16,72,2
42,5,0,1,0,6,0,1949,1,10.0,30.56,13,73,2
31,6,0,1,0,6,0,1561,9,12.0,30.57,17,66,2
30,7,0,1,0,6,0,908,6,2.5,30.26,15,67,2
43,8,0,1,0,6,0,1074,12,7.0,30.64,19,73,2
30,1,0,0,3,7,0,545,1,2.5,31.73,13,59,5
30,2,0,1,3,7,0,1304,6,7.0,31.55,15,74,4
30,3,0,0,3,7,0,2210,0,8.0,31.46,12,61,4
31,4,0,1,3,7,0,365,5,12.0,31.37,5,72,5
31,8,0,0,3,7,1,401,1,2.5,31.16,13,65,4
43,1,0,1,1,8,1,1219,10,2.5,30.97,10,70,3
42,2,0,0,1,8,1,1928,8,12.0,31.08,20,63,2
30,3,0,0,1,8,1,395,1,3.5,31.04,13,64,2
31,5,0,0,1,8,1,890,6,4.5,31.14,15,62,2
31,6,0,0,1,8,1,2306,0,7.0,30.95,12,62,3
31,7,0,1,1,8,1,2554,13,8.0,31.33,21,75,3
30,8,0,1,1,8,1,1117,2,6.0,30.86,16,76,2
55,1,0,0,3,5,0,1934,1,2.5,31.18,13,64,4
55,2,0,1,3,5,0,767,0,12.0,31.25,12,71,3
42,4,0,0,3,5,0,1535,9,10.0,31.01,17,60,3
31,5,0,1,3,5,0,653,13,8.0,31.45,21,72,4
43,6,0,0,3,5,0,2114,7,7.0,30.72,11,62,4
31,7,0,1,3,5,0,1447,5,6.0,31.47,5,76,5
66,8,0,1,3,5,0,2442,0,4.0,31.28,12,75,4
30,2,0,1,0,10,0,393,1,7.0,30.83,13,78,2
42,3,0,1,0,10,0,188,2,10.0,30.94,16,81,2
43,4,0,1,0,10,0,2082,4,4.0,30.86,2,79,2
31,5,0,1,0,10,0,2259,12,4.5,30.81,19,74,2
31,6,0,1,0,10,0,2287,5,6.0,30.76,5,73,2
43,8,0,1,0,10,0,1578,0,12.0,30.76,12,76,2
31,5,0,1,3,7,0,655,12,4.0,31.68,19,74,5
54,6,0,1,3,7,0,2004,7,3.5,31.37,11,95,4
31,8,0,0,3,7,0,2387,13,10.0,31.56,21,61,5
30,1,0,1,1,8,0,2055,7,7.0,30.98,11,78,3
31,2,0,0,1,8,0,127,12,2.5,30.97,19,61,3
31,3,0,1,1,8,0,1260,8,4.0,31.11,20,75,3
31,1,0,0,2,9,1,195,2,4.5,31.16,16,65,3
31,2,0,0,2,9,1,543,0,7.0,31.24,12,63,4
30,3,0,1,2,9,1,2208,12,8.0,31.59,19,72,4
43,4,0,0,2,9,1,1101,1,6.0,31.22,13,57,3
31,5,0,1,2,9,1,2145,3,12.0,31.09,4,73,4
30,6,0,1,2,9,1,498,4,10.0,31.22,2,71,4
31,8,0,1,2,9,1,2069,7,4.0,31.16,11,77,3
43,1,0,1,0,10,1,101,2,8.0,30.84,16,72,2
31,2,0,1,0,6,0,1149,12,12.0,30.66,19,77,2
43,4,0,0,0,6,0,381,6,10.0,30.94,15,60,2
43,5,0,1,0,6,0,1725,10,4.5,30.91,10,76,2
43,6,0,0,0,6,0,1181,4,2.5,30.75,2,64,2
31,7,0,1,0,6,0,2149,3,7.0,30.83,4,78,2
43,8,0,0,0,6,0,341,6,4.0,30.63,15,59,2
67,1,0,1,3,7,0,436,3,12.0,31.29,4,79,3
43,1,0,0,3,11,0,1660,7,12.0,31.37,11,62,5
43,2,0,1,3,11,0,412,5,6.0,31.38,5,72,5
30,3,0,0,3,11,0,2209,12,4.0,31.03,19,63,5
30,4,0,1,3,11,0,374,13,7.0,31.17,21,74,4
31,5,0,0,3,11,0,240,2,3.5,31.18,16,71,4
31,6,0,1,3,11,0,418,0,10.0,31.24,12,76,3
43,7,0,1,3,11,0,2152,4,2.5,31.22,2,75,4
43,8,0,0,3,11,0,2553,13,8.0,31.59,21,66,5
42,1,0,0,1,12,0,1928,8,6.0,31.08,20,63,2
30,2,0,1,1,12,0,1220,10,12.0,30.77,10,69,3
42,4,0,0,1,8,0,1233,10,4.5,30.98,10,58,2
30,5,0,0,1,8,0,845,6,10.0,30.98,15,63,2
30,6,0,1,1,8,0,1117,2,8.0,30.86,16,76,2
54,7,0,1,1,8,0,1210,4,12.0,31.11,2,82,2
30,8,0,1,1,8,0,2554,13,6.0,31.34,21,75,3
42,1,0,1,2,9,0,8,10,2.5,31.18,10,77,3
30,2,0,1,2,9,0,1975,1,7.0,30.92,13,71,2
43,2,0,1,0,10,1,161,10,10.0,30.52,10,79,2
31,3,0,1,0,10,1,151,4,12.0,30.61,2,70,2
30,4,0,1,0,10,1,2178,1,4.5,30.65,13,73,2
43,5,0,1,0,10,1,1469,9,0.8,30.21,17,75,2
31,6,0,1,0,10,1,815,6,7.0,30.85,15,76,2
43,7,0,1,0,10,1,1074,12,6.0,30.64,19,73,2
31,8,0,1,0,10,1,2287,5,15.0,30.76,5,73,2
31,1,0,1,3,11,1,2124,5,3.5,31.62,5,73,5
43,2,0,0,3,11,1,2045,7,7.0,31.68,11,65,5
43,3,0,1,3,11,1,2531,13,12.0,31.47,21,62,4
30,3,0,1,3,7,0,2162,12,10.0,31.51,19,75,4
30,4,0,0,3,7,0,1790,0,3.5,31.44,12,58,5
31,5,0,1,3,7,0,750,1,8.0,32.54,13,77,5
43,6,0,1,3,7,0,2366,13,7.0,31.06,21,67,4
43,7,0,0,3,7,0,764,5,4.0,31.24,5,62,5
30,8,0,0,3,7,0,691,10,6.0,31.56,10,57,5
43,1,0,1,1,8,0,397,1,8.0,30.84,13,75,3
43,2,0,1,1,8,0,601,12,2.5,31.05,19,72,3
31,1,0,0,4,1,0,136,5,3.5,31.34,5,60,6
31,2,0,0,4,1,0,1779,0,10.0,31.93,12,56,6
19,4,0,1,4,1,0,226,2,4.5,31.74,16,80,6
31,6,0,0,4,1,0,2103,3,12.0,31.85,4,58,6
43,3,0,1,1,12,0,1562,9,4.5,31.01,17,76,2
31,4,0,0,1,12,0,886,6,2.5,30.94,15,64,2
31,6,0,1,1,12,0,2554,13,7.0,31.33,21,75,3
43,8,0,1,1,12,0,1138,1,8.0,30.88,13,69,3
31,1,0,0,3,13,0,195,2,6.0,31.16,16,65,3
31,2,0,0,3,13,0,1174,0,12.0,31.45,12,62,4
31,3,0,0,3,13,0,2387,13,4.0,31.56,21,61,5
55,4,0,1,2,9,0,1082,12,12.0,31.55,19,78,3
43,5,0,0,2,9,0,187,2,10.0,31.33,16,65,3
42,6,0,0,2,9,0,1463,9,3.5,31.12,17,58,4
43,8,0,1,2,9,0,1680,13,4.0,31.17,21,75,4
30,1,0,0,0,10,0,1465,9,4.5,31.64,17,61,2
30,2,0,1,0,10,0,744,1,7.0,30.63,13,78,2
43,3,0,1,0,10,0,102,2,6.0,30.58,16,76,2
30,4,0,1,0,10,0,815,6,10.0,31.03,15,76,2
30,5,0,0,0,10,0,703,1,12.0,30.89,13,63,2
54,6,0,1,0,10,0,1373,3,8.0,30.84,4,70,2
31,4,0,1,3,11,1,2218,12,8.0,31.62,19,82,5
43,5,0,0,3,11,1,1194,0,2.5,31.19,12,66,3
43,6,0,1,3,11,1,2131,8,4.5,31.97,20,69,5
31,7,0,0,3,11,1,857,1,10.0,31.04,13,63,3
43,1,0,1,1,12,1,1745,10,2.5,30.65,10,78,2
42,2,0,1,1,12,1,1188,8,10.0,30.98,20,84,3
54,3,0,1,1,12,1,1671,6,12.0,31.18,15,73,3
43,4,0,0,1,12,1,1516,9,7.0,30.86,17,63,2
43,5,0,1,1,12,1,1578,0,6.0,30.76,12,76,2
55,6,0,1,1,12,1,1044,1,4.5,30.88,13,77,2
31,3,0,1,1,8,0,2148,3,7.0,31.03,4,72,3
54,4,0,1,1,8,0,947,6,4.0,30.95,15,73,2
30,5,0,1,1,8,0,1421,4,4.5,31.09,2,70,3
30,6,0,1,1,8,0,310,2,6.0,31.08,16,72,3
43,8,0,1,1,8,0,1747,10,10.0,30.96,10,74,3
42,1,0,1,2,9,0,2540,13,2.5,30.96,21,73,4
43,2,0,1,2,9,0,166,3,3.5,31.33,4,72,4
43,4,0,1,2,9,0,494,4,7.0,31.42,2,76,2
31,5,0,1,2,9,0,951,6,4.0,30.86,15,74,4
31,7,0,0,4,1,0,1254,8,8.0,32.38,20,64,6
31,1,1,0,3,2,0,1792,0,6.0,38.94,12,58,5
31,2,1,0,3,2,0,993,6,4.5,39.12,15,60,5
42,4,1,0,3,2,0,2511,13,7.0,38.28,21,65,5
31,6,1,1,3,2,0,317,2,4.0,38.28,16,78,5
31,7,1,1,3,2,0,530,13,10.0,38.15,21,72,5
31,8,1,1,3,2,0,80,10,2.5,38.63,10,66,5
30,4,0,1,3,13,0,709,5,2.5,31.35,5,77,4
54,5,0,1,3,13,0,1179,7,10.0,31.21,11,74,3
31,6,0,0,3,13,0,401,1,8.0,31.16,13,65,4
31,7,0,0,3,13,0,1834,12,3.5,31.04,19,63,5
66,8,0,0,3,13,0,642,12,7.0,31.26,19,65,2
30,1,0,1,2,14,0,2069,7,6.0,31.16,11,77,3
43,2,0,0,2,14,0,1101,1,4.5,31.22,13,57,3
55,3,0,0,2,14,0,1428,12,7.0,31.08,19,62,3
31,5,0,0,2,14,0,127,12,12.0,30.97,19,61,3
43,6,0,1,2,14,0,2360,4,8.0,31.02,2,73,4
54,7,0,1,0,10,0,2106,7,4.0,30.81,11,80,2
42,8,0,1,0,10,0,1745,10,2.5,30.65,10,78,2
30,1,0,0,3,11,0,2474,0,8.0,31.51,12,62,5
31,2,0,0,3,11,0,1482,9,12.0,32.53,17,54,5
31,4,0,1,3,11,0,259,2,7.0,31.65,16,74,5
18,6,0,0,3,11,0,2301,3,3.5,31.27,4,63,5
43,7,0,1,3,11,0,1416,4,2.5,31.62,2,79,4
43,8,0,0,3,11,0,2196,6,10.0,31.13,15,58,2
42,7,0,0,1,12,1,1305,13,3.5,30.79,21,61,2
43,8,0,1,1,12,1,961,6,8.0,30.95,15,79,3
42,1,0,1,3,13,1,2273,12,4.5,31.37,19,78,4
31,2,0,1,3,13,1,2567,13,6.0,31.59,21,75,5
31,3,0,1,3,13,1,1021,5,3.5,31.26,5,75,5
43,5,0,0,3,13,1,580,7,7.0,31.39,11,66,5
31,6,0,0,3,13,1,2387,13,8.0,31.56,21,61,5
31,7,0,1,3,13,1,1771,1,10.0,31.43,13,71,5
43,6,0,1,2,9,0,771,0,6.0,31.25,12,74,4
43,7,0,0,2,9,0,186,2,12.0,31.25,16,66,4
31,8,0,0,2,9,0,1253,8,8.0,31.02,20,59,3
30,2,0,1,0,10,0,932,6,7.0,31.14,15,68,2
43,4,0,0,0,10,0,2269,10,4.0,30.93,10,60,2
31,5,0,1,0,10,0,1553,9,12.0,30.83,17,70,2
30,6,0,0,0,10,0,1412,8,10.0,30.96,20,62,2
55,7,0,1,0,10,0,1243,4,8.0,30.71,2,70,2
67,8,0,1,0,10,0,2200,12,2.5,30.45,19,72,2
31,7,0,0,4,3,0,1283,6,4.5,31.72,15,60,6
31,8,0,0,4,3,0,1783,0,6.0,31.39,12,55,6
31,1,0,0,1,4,0,689,10,10.0,31.21,10,55,3
31,2,0,1,1,4,0,1114,12,3.5,30.95,19,80,2
31,3,0,1,1,4,0,1270,8,4.5,31.02,20,73,2
55,4,0,1,1,4,0,1361,3,6.0,30.66,4,72,2
43,1,1,0,3,15,0,839,6,10.0,38.62,15,63,3
43,2,1,0,3,15,0,1664,0,12.0,39.38,12,59,5
30,3,1,0,3,15,0,1490,9,8.0,37.45,17,64,4
30,4,1,0,3,15,0,2054,7,3.5,38.15,11,62,4
42,5,1,0,3,15,0,2511,13,6.0,38.28,21,65,5
55,6,1,1,3,15,0,2053,7,4.0,38.16,11,75,4
42,8,1,1,3,15,0,2512,13,7.0,38.37,21,69,4
42,2,0,0,0,12,0,1516,9,7.0,30.86,17,63,2
54,3,0,1,0,12,0,1044,1,10.0,30.88,13,77,2
54,4,0,0,0,12,0,2303,4,12.0,30.81,2,69,2
31,5,0,0,0,12,0,1630,12,4.0,30.67,19,63,2
31,6,0,0,0,12,0,2280,0,2.5,30.75,12,66,2
30,8,0,0,0,12,0,1982,1,6.0,30.62,13,58,2
31,1,0,0,3,13,0,373,0,2.5,31.23,12,63,4
55,2,0,0,3,13,0,174,10,7.0,32.26,10,62,5
66,3,0,1,3,13,0,2564,13,12.0,31.54,21,72,4
30,4,0,1,3,13,0,2567,13,8.0,31.59,21,75,5
30,5,0,0,3,13,0,2207,12,4.0,31.29,19,65,5
55,1,0,0,2,14,1,772,0,2.5,30.84,12,60,3
55,2,0,0,2,14,1,1428,12,7.0,31.08,19,62,3
19,3,0,0,2,14,1,2301,3,10.0,31.27,4,63,4
31,4,0,1,2,14,1,2417,6,8.0,31.09,15,72,4
55,5,0,0,2,14,1,2406,2,6.0,31.17,16,68,4
31,6,0,0,2,14,1,240,2,12.0,31.18,16,71,4
43,7,0,1,2,14,1,2061,7,3.5,31.87,11,79,4
43,8,0,0,2,14,1,2457,8,4.5,31.22,20,71,3
31,1,0,0,2,15,1,122,7,8.0,31.03,11,63,2
30,2,0,1,2,15,1,411,13,4.0,30.97,21,74,3
42,1,1,0,3,1,0,1657,7,12.0,38.64,11,65,3
31,3,1,1,3,1,0,1302,6,,38.41,15,68,4
42,4,1,1,3,1,0,2512,13,4.0,38.37,21,69,4
55,5,1,1,3,1,0,1850,4,6.0,38.17,2,79,4
31,7,1,1,3,1,0,84,10,8.0,38.09,10,67,4
31,4,0,1,3,11,0,11,3,3.5,31.46,4,82,5
43,5,0,1,3,11,0,1164,9,6.0,31.41,17,83,4
42,6,0,1,3,11,0,2272,12,10.0,31.17,19,75,4
43,7,0,0,3,11,0,1027,5,12.0,31.53,5,58,4
42,8,0,0,3,11,0,1758,1,8.0,31.96,13,59,5
43,1,0,0,2,12,0,1072,12,4.5,30.85,19,64,2
43,3,0,1,2,12,0,1198,3,4.0,31.11,4,69,3
31,4,0,0,2,12,0,864,6,2.5,30.95,15,62,3
55,5,0,1,1,4,0,1210,4,8.0,31.11,2,82,2
55,7,0,0,1,4,0,2011,0,12.0,31.31,12,64,3
55,8,0,1,1,4,0,2106,7,7.0,30.81,11,80,2
43,1,0,1,3,5,0,538,0,10.0,31.26,12,80,5
43,2,0,1,3,5,0,2366,13,2.5,31.06,21,67,4
31,3,0,0,3,5,0,96,2,6.0,31.46,16,66,5
31,4,0,1,3,5,0,2162,12,4.5,31.51,19,75,4
43,5,0,1,3,5,0,91,5,7.0,31.38,5,75,3
18,6,0,1,3,5,0,496,4,3.5,31.17,2,73,5
31,7,0,1,3,5,0,750,1,12.0,32.12,13,77,5
30,6,0,1,3,13,0,309,2,6.0,32.16,16,78,5
30,7,0,0,3,13,0,1182,4,3.5,31.19,2,58,5
42,8,0,0,3,13,0,1657,7,10.0,32.29,11,65,3
42,1,0,0,1,14,0,2296,12,6.0,31.03,19,62,3
43,2,0,1,1,14,0,1728,10,12.0,30.99,10,80,2
30,3,0,1,1,14,0,2287,5,2.5,30.76,5,73,3
31,4,0,1,1,14,0,97,2,7.0,31.24,16,84,3
31,5,0,0,1,14,0,2007,0,10.0,31.03,12,59,2
31,6,0,0,1,14,0,1127,1,8.0,31.05,13,58,3
31,7,0,0,1,14,0,14,3,4.0,31.11,4,66,3
30,8,0,1,1,14,0,349,4,4.5,31.05,2,70,3
42,1,0,1,2,15,0,184,2,3.5,30.92,16,73,2
31,4,0,1,2,15,1,548,5,7.0,31.61,5,74,3
43,5,0,0,2,15,1,1264,8,4.5,31.03,20,65,3
31,6,0,0,2,15,1,690,10,6.0,30.98,10,55,4
31,7,0,1,2,15,1,779,12,12.0,31.72,19,76,4
42,8,0,0,2,15,1,2025,3,10.0,30.97,4,60,4
31,8,1,1,3,1,0,185,2,,38.08,16,74,4
55,1,1,1,1,2,0,697,10,,38.05,10,72,2
55,2,1,0,1,2,0,2458,8,12.0,38.08,20,68,3
31,3,1,0,1,2,0,838,6,8.0,38.04,15,66,3
30,4,1,0,1,2,0,1275,6,7.0,37.74,15,59,3
43,6,1,1,1,2,0,1477,9,,38.09,17,72,2
43,7,1,0,1,2,0,2140,13,10.0,37.66,21,59,3
43,1,0,0,1,3,0,2433,3,8.0,30.93,4,69,3
31,2,0,1,1,3,0,702,4,10.0,31.06,2,72,3
43,5,0,1,2,12,0,2245,0,7.0,31.18,12,79,3
42,6,0,1,2,12,0,2224,8,12.0,31.04,20,85,3
43,7,0,1,2,12,0,2377,13,8.0,30.97,21,65,4
31,8,0,0,2,12,0,2283,5,10.0,31.24,5,63,4
19,1,0,1,3,13,0,183,2,8.0,31.21,16,80,5
43,2,0,0,3,13,0,2098,0,2.5,31.38,12,66,4
31,3,0,1,3,13,0,657,1,7.0,31.07,13,65,4
43,5,0,0,3,13,0,2072,7,12.0,31.96,11,61,4
43,6,0,1,3,13,0,2546,13,4.0,31.92,21,72,5
42,7,0,1,3,13,0,1189,8,10.0,31.03,20,77,4
55,8,0,0,3,5,0,1356,3,8.0,31.64,4,60,5
43,1,0,1,0,6,0,1725,10,4.0,30.91,10,76,2
31,2,0,0,0,6,0,1982,1,6.0,30.62,13,58,2
43,4,0,1,0,6,0,2082,4,8.0,30.86,2,79,2
30,5,0,0,0,6,0,1412,8,10.0,30.96,20,62,2
31,6,0,1,0,6,0,2149,3,7.0,30.83,4,78,2
31,7,0,1,0,6,0,944,6,2.5,30.44,15,78,2
43,8,0,1,0,6,0,184,2,12.0,30.79,16,73,2
43,1,0,1,3,7,0,1416,4,2.5,31.42,2,79,4
19,2,0,1,3,7,0,183,2,4.5,31.21,16,80,5
42,3,0,1,3,7,0,2540,13,7.0,30.96,21,73,4
43,2,0,1,2,15,0,2151,3,4.0,31.01,4,78,3
43,3,0,1,2,15,0,2360,4,8.0,31.02,2,73,4
43,4,0,0,2,15,0,1101,1,2.5,31.24,13,57,3
30,5,0,1,2,15,0,2427,6,10.0,31.23,15,67,2
66,6,0,1,2,15,0,2202,12,12.0,31.38,19,76,2
54,7,0,0,2,15,0,772,0,6.0,30.84,12,60,3
42,8,0,0,2,15,0,1928,8,7.0,31.08,20,63,2
43,1,0,1,2,1,1,1138,1,3.5,30.88,13,69,3
31,2,0,1,2,1,1,1432,0,7.0,31.24,12,79,3
31,3,0,1,2,1,1,331,5,10.0,31.16,5,71,4
55,4,0,0,2,1,1,773,8,6.0,31.15,20,63,3
43,5,0,1,2,1,1,166,3,12.0,31.33,4,72,4
43,6,0,0,2,1,1,654,12,8.0,31.42,19,60,3
31,7,0,0,2,1,1,16,3,2.5,30.85,4,69,3
31,3,0,0,1,3,0,1751,10,,30.99,10,63,2
31,5,0,0,1,3,0,276,2,,30.71,16,64,2
31,6,0,1,1,3,0,1561,9,7.0,30.57,17,66,2
31,7,0,1,1,3,0,2166,1,6.0,31.01,13,76,3
42,8,0,0,1,3,0,2592,4,12.0,31.02,2,66,3
31,1,0,1,2,4,0,209,2,6.0,31.11,16,78,3
31,2,0,1,2,4,0,1939,1,,30.93,13,75,2
31,3,0,1,2,4,0,1224,10,,31.22,10,84,2
43,4,0,1,2,4,0,1680,13,10.0,31.17,21,75,4
43,5,0,1,2,4,0,1073,12,,30.98,19,76,2
31,6,0,1,2,4,0,1529,9,12.0,31.47,17,69,4
31,1,0,0,2,14,0,2244,0,4.5,31.03,12,61,3
55,2,0,0,2,14,0,773,8,4.0,31.15,20,63,3
31,3,0,0,2,14,0,1030,3,12.0,31.15,4,62,3
30,4,0,0,2,14,0,396,1,2.5,31.06,13,63,3
30,5,0,0,2,14,0,718,12,7.0,30.81,19,61,4
43,6,0,1,2,14,0,340,6,8.0,31.36,15,78,3
31,7,0,1,2,14,0,2079,4,6.0,31.09,2,75,3
31,8,0,1,2,14,0,2321,10,10.0,30.99,10,68,4
31,4,0,0,3,7,0,2474,0,6.0,31.43,12,62,5
43,5,0,0,3,7,0,1463,9,3.5,31.12,17,58,4
31,6,0,1,3,7,0,1447,5,12.0,31.47,5,76,5
31,8,0,1,3,7,0,657,1,8.0,31.07,13,65,4
